#Column 1: Rest Wavelength (microns)
#Column 2: Luminosity (W/Hz)
#Column 3: DLnu (W/Hz)
wavelength luminosity  uncertainty
 320.300   8.847E+24   6.414E+23
 320.400   8.840E+24   6.408E+23
 320.500   8.833E+24   6.403E+23
 320.600   8.827E+24   6.397E+23
 320.700   8.820E+24   6.392E+23
 320.800   8.814E+24   6.386E+23
 320.900   8.807E+24   6.381E+23
 321.000   8.801E+24   6.376E+23
 321.100   8.794E+24   6.370E+23
 321.200   8.787E+24   6.365E+23
 321.300   8.781E+24   6.359E+23
 321.400   8.774E+24   6.354E+23
 321.500   8.768E+24   6.348E+23
 321.600   8.761E+24   6.343E+23
 321.700   8.755E+24   6.337E+23
 321.800   8.748E+24   6.332E+23
 321.900   8.742E+24   6.327E+23
 322.000   8.735E+24   6.321E+23
 322.100   8.729E+24   6.316E+23
 322.200   8.722E+24   6.310E+23
 322.300   8.716E+24   6.305E+23
 322.400   8.709E+24   6.300E+23
 322.500   8.703E+24   6.294E+23
 322.600   8.696E+24   6.289E+23
 322.700   8.690E+24   6.283E+23
 322.800   8.683E+24   6.278E+23
 322.900   8.677E+24   6.273E+23
 323.000   8.670E+24   6.267E+23
 323.100   8.664E+24   6.262E+23
 323.200   8.658E+24   6.257E+23
 323.300   8.651E+24   6.251E+23
 323.400   8.645E+24   6.246E+23
 323.500   8.638E+24   6.241E+23
 323.600   8.632E+24   6.235E+23
 323.700   8.625E+24   6.230E+23
 323.800   8.619E+24   6.225E+23
 323.900   8.613E+24   6.219E+23
 324.000   8.606E+24   6.214E+23
 324.100   8.600E+24   6.209E+23
 324.200   8.593E+24   6.204E+23
 324.300   8.587E+24   6.198E+23
 324.400   8.581E+24   6.193E+23
 324.500   8.574E+24   6.188E+23
 324.600   8.568E+24   6.183E+23
 324.700   8.562E+24   6.177E+23
 324.800   8.555E+24   6.172E+23
 324.900   8.549E+24   6.167E+23
 325.000   8.543E+24   6.162E+23
 325.100   8.536E+24   6.156E+23
 325.200   8.530E+24   6.151E+23
 325.300   8.524E+24   6.146E+23
 325.400   8.517E+24   6.141E+23
 325.500   8.511E+24   6.135E+23
 325.600   8.505E+24   6.130E+23
 325.700   8.498E+24   6.125E+23
 325.800   8.492E+24   6.120E+23
 325.900   8.486E+24   6.115E+23
 326.000   8.480E+24   6.109E+23
 326.100   8.473E+24   6.104E+23
 326.200   8.467E+24   6.099E+23
 326.300   8.461E+24   6.094E+23
 326.400   8.454E+24   6.089E+23
 326.500   8.448E+24   6.084E+23
 326.600   8.442E+24   6.078E+23
 326.700   8.436E+24   6.073E+23
 326.800   8.429E+24   6.068E+23
 326.900   8.423E+24   6.063E+23
 327.000   8.417E+24   6.058E+23
 327.100   8.411E+24   6.053E+23
 327.200   8.405E+24   6.048E+23
 327.300   8.398E+24   6.043E+23
 327.400   8.392E+24   6.037E+23
 327.500   8.386E+24   6.032E+23
 327.600   8.380E+24   6.027E+23
 327.700   8.374E+24   6.022E+23
 327.800   8.367E+24   6.017E+23
 327.900   8.361E+24   6.012E+23
 328.000   8.355E+24   6.007E+23
 328.100   8.349E+24   6.002E+23
 328.200   8.343E+24   5.997E+23
 328.300   8.337E+24   5.992E+23
 328.400   8.330E+24   5.987E+23
 328.500   8.324E+24   5.982E+23
 328.600   8.318E+24   5.977E+23
 328.700   8.312E+24   5.972E+23
 328.800   8.306E+24   5.967E+23
 328.900   8.300E+24   5.962E+23
 329.000   8.294E+24   5.957E+23
 329.100   8.287E+24   5.952E+23
 329.200   8.281E+24   5.946E+23
 329.300   8.275E+24   5.941E+23
 329.400   8.269E+24   5.936E+23
 329.500   8.263E+24   5.931E+23
 329.600   8.257E+24   5.927E+23
 329.700   8.251E+24   5.922E+23
 329.800   8.245E+24   5.917E+23
 329.900   8.239E+24   5.912E+23
 330.000   8.233E+24   5.907E+23
 330.100   8.227E+24   5.902E+23
 330.200   8.221E+24   5.897E+23
 330.300   8.215E+24   5.892E+23
 330.400   8.209E+24   5.887E+23
 330.500   8.202E+24   5.882E+23
 330.600   8.196E+24   5.877E+23
 330.700   8.190E+24   5.872E+23
 330.800   8.184E+24   5.867E+23
 330.900   8.178E+24   5.862E+23
 331.000   8.172E+24   5.857E+23
 331.100   8.166E+24   5.852E+23
 331.200   8.160E+24   5.847E+23
 331.300   8.154E+24   5.843E+23
 331.400   8.148E+24   5.838E+23
 331.500   8.142E+24   5.833E+23
 331.600   8.136E+24   5.828E+23
 331.700   8.130E+24   5.823E+23
 331.800   8.124E+24   5.818E+23
 331.900   8.119E+24   5.813E+23
 332.000   8.113E+24   5.808E+23
 332.100   8.107E+24   5.804E+23
 332.200   8.101E+24   5.799E+23
 332.300   8.095E+24   5.794E+23
 332.400   8.089E+24   5.789E+23
 332.500   8.083E+24   5.784E+23
 332.600   8.077E+24   5.779E+23
 332.700   8.071E+24   5.774E+23
 332.800   8.065E+24   5.770E+23
 332.900   8.059E+24   5.765E+23
 333.000   8.053E+24   5.760E+23
 333.100   8.047E+24   5.755E+23
 333.200   8.041E+24   5.750E+23
 333.300   8.036E+24   5.746E+23
 333.400   8.030E+24   5.741E+23
 333.500   8.024E+24   5.736E+23
 333.600   8.018E+24   5.731E+23
 333.700   8.012E+24   5.726E+23
 333.800   8.006E+24   5.722E+23
 333.900   8.000E+24   5.717E+23
 334.000   7.994E+24   5.712E+23
 334.100   7.989E+24   5.707E+23
 334.200   7.983E+24   5.703E+23
 334.300   7.977E+24   5.698E+23
 334.400   7.971E+24   5.693E+23
 334.500   7.965E+24   5.688E+23
 334.600   7.959E+24   5.684E+23
 334.700   7.954E+24   5.679E+23
 334.800   7.948E+24   5.674E+23
 334.900   7.942E+24   5.670E+23
 335.000   7.936E+24   5.665E+23
 335.100   7.930E+24   5.660E+23
 335.200   7.925E+24   5.655E+23
 335.300   7.919E+24   5.651E+23
 335.400   7.913E+24   5.646E+23
 335.500   7.907E+24   5.641E+23
 335.600   7.901E+24   5.637E+23
 335.700   7.896E+24   5.632E+23
 335.800   7.890E+24   5.627E+23
 335.900   7.884E+24   5.623E+23
 336.000   7.878E+24   5.618E+23
 336.100   7.873E+24   5.613E+23
 336.200   7.867E+24   5.609E+23
 336.300   7.861E+24   5.604E+23
 336.400   7.855E+24   5.599E+23
 336.500   7.850E+24   5.595E+23
 336.600   7.844E+24   5.590E+23
 336.700   7.838E+24   5.585E+23
 336.800   7.833E+24   5.581E+23
 336.900   7.827E+24   5.576E+23
 337.000   7.821E+24   5.572E+23
 337.100   7.815E+24   5.567E+23
 337.200   7.810E+24   5.562E+23
 337.300   7.804E+24   5.558E+23
 337.400   7.798E+24   5.553E+23
 337.500   7.793E+24   5.549E+23
 337.600   7.787E+24   5.544E+23
 337.700   7.781E+24   5.539E+23
 337.800   7.776E+24   5.535E+23
 337.900   7.770E+24   5.530E+23
 338.000   7.764E+24   5.526E+23
 338.100   7.759E+24   5.521E+23
 338.200   7.753E+24   5.517E+23
 338.300   7.747E+24   5.512E+23
 338.400   7.742E+24   5.507E+23
 338.500   7.736E+24   5.503E+23
 338.600   7.731E+24   5.498E+23
 338.700   7.725E+24   5.494E+23
 338.800   7.719E+24   5.489E+23
 338.900   7.714E+24   5.485E+23
 339.000   7.708E+24   5.480E+23
 339.100   7.703E+24   5.476E+23
 339.200   7.697E+24   5.471E+23
 339.300   7.691E+24   5.467E+23
 339.400   7.686E+24   5.462E+23
 339.500   7.680E+24   5.458E+23
 339.600   7.675E+24   5.453E+23
 339.700   7.669E+24   5.449E+23
 339.800   7.664E+24   5.444E+23
 339.900   7.658E+24   5.440E+23
 340.000   7.652E+24   5.435E+23
 340.100   7.647E+24   5.431E+23
 340.200   7.641E+24   5.426E+23
 340.300   7.636E+24   5.422E+23
 340.400   7.630E+24   5.418E+23
 340.500   7.625E+24   5.413E+23
 340.600   7.619E+24   5.409E+23
 340.700   7.614E+24   5.404E+23
 340.800   7.608E+24   5.400E+23
 340.900   7.603E+24   5.395E+23
 341.000   7.597E+24   5.391E+23
 341.100   7.592E+24   5.386E+23
 341.200   7.586E+24   5.382E+23
 341.300   7.581E+24   5.378E+23
 341.400   7.575E+24   5.373E+23
 341.500   7.570E+24   5.369E+23
 341.600   7.564E+24   5.364E+23
 341.700   7.559E+24   5.360E+23
 341.800   7.553E+24   5.356E+23
 341.900   7.548E+24   5.351E+23
 342.000   7.542E+24   5.347E+23
 342.100   7.537E+24   5.342E+23
 342.200   7.531E+24   5.338E+23
 342.300   7.526E+24   5.334E+23
 342.400   7.521E+24   5.329E+23
 342.500   7.515E+24   5.325E+23
 342.600   7.510E+24   5.321E+23
 342.700   7.504E+24   5.316E+23
 342.800   7.499E+24   5.312E+23
 342.900   7.493E+24   5.308E+23
 343.000   7.488E+24   5.303E+23
 343.100   7.483E+24   5.299E+23
 343.200   7.477E+24   5.295E+23
 343.300   7.472E+24   5.290E+23
 343.400   7.466E+24   5.286E+23
 343.500   7.461E+24   5.282E+23
 343.600   7.456E+24   5.277E+23
 343.700   7.450E+24   5.273E+23
 343.800   7.445E+24   5.269E+23
 343.900   7.439E+24   5.264E+23
 344.000   7.434E+24   5.260E+23
 344.100   7.429E+24   5.256E+23
 344.200   7.423E+24   5.252E+23
 344.300   7.418E+24   5.247E+23
 344.400   7.413E+24   5.243E+23
 344.500   7.407E+24   5.239E+23
 344.600   7.402E+24   5.235E+23
 344.700   7.397E+24   5.230E+23
 344.800   7.391E+24   5.226E+23
 344.900   7.386E+24   5.222E+23
 345.000   7.381E+24   5.218E+23
 345.100   7.375E+24   5.213E+23
 345.200   7.370E+24   5.209E+23
 345.300   7.365E+24   5.205E+23
 345.400   7.360E+24   5.201E+23
 345.500   7.354E+24   5.196E+23
 345.600   7.349E+24   5.192E+23
 345.700   7.344E+24   5.188E+23
 345.800   7.338E+24   5.184E+23
 345.900   7.333E+24   5.179E+23
 346.000   7.328E+24   5.175E+23
 346.100   7.323E+24   5.171E+23
 346.200   7.317E+24   5.167E+23
 346.300   7.312E+24   5.163E+23
 346.400   7.307E+24   5.158E+23
 346.500   7.302E+24   5.154E+23
 346.600   7.296E+24   5.150E+23
 346.700   7.291E+24   5.146E+23
 346.800   7.286E+24   5.142E+23
 346.900   7.281E+24   5.138E+23
 347.000   7.275E+24   5.133E+23
 347.100   7.270E+24   5.129E+23
 347.200   7.265E+24   5.125E+23
 347.300   7.260E+24   5.121E+23
 347.400   7.254E+24   5.117E+23
 347.500   7.249E+24   5.113E+23
 347.600   7.244E+24   5.109E+23
 347.700   7.239E+24   5.104E+23
 347.800   7.234E+24   5.100E+23
 347.900   7.228E+24   5.096E+23
 348.000   7.223E+24   5.092E+23
 348.100   7.218E+24   5.088E+23
 348.200   7.213E+24   5.084E+23
 348.300   7.208E+24   5.080E+23
 348.400   7.203E+24   5.076E+23
 348.500   7.197E+24   5.072E+23
 348.600   7.192E+24   5.067E+23
 348.700   7.187E+24   5.063E+23
 348.800   7.182E+24   5.059E+23
 348.900   7.177E+24   5.055E+23
 349.000   7.172E+24   5.051E+23
 349.100   7.167E+24   5.047E+23
 349.200   7.161E+24   5.043E+23
 349.300   7.156E+24   5.039E+23
 349.400   7.151E+24   5.035E+23
 349.500   7.146E+24   5.031E+23
 349.600   7.141E+24   5.027E+23
 349.700   7.136E+24   5.023E+23
 349.800   7.131E+24   5.019E+23
 349.900   7.126E+24   5.015E+23
 350.000   7.121E+24   5.011E+23
 350.100   7.116E+24   5.007E+23
 350.200   7.110E+24   5.002E+23
 350.300   7.105E+24   4.998E+23
 350.400   7.100E+24   4.994E+23
 350.500   7.095E+24   4.990E+23
 350.600   7.090E+24   4.986E+23
 350.700   7.085E+24   4.982E+23
 350.800   7.080E+24   4.978E+23
 350.900   7.075E+24   4.974E+23
 351.000   7.070E+24   4.970E+23
 351.100   7.065E+24   4.966E+23
 351.200   7.060E+24   4.962E+23
 351.300   7.055E+24   4.958E+23
 351.400   7.050E+24   4.954E+23
 351.500   7.045E+24   4.951E+23
 351.600   7.040E+24   4.947E+23
 351.700   7.035E+24   4.943E+23
 351.800   7.030E+24   4.939E+23
 351.900   7.025E+24   4.935E+23
 352.000   7.020E+24   4.931E+23
 352.100   7.015E+24   4.927E+23
 352.200   7.010E+24   4.923E+23
 352.300   7.005E+24   4.919E+23
 352.400   7.000E+24   4.915E+23
 352.500   6.995E+24   4.911E+23
 352.600   6.990E+24   4.907E+23
 352.700   6.985E+24   4.903E+23
 352.800   6.980E+24   4.899E+23
 352.900   6.975E+24   4.895E+23
 353.000   6.970E+24   4.891E+23
 353.100   6.965E+24   4.887E+23
 353.200   6.960E+24   4.884E+23
 353.300   6.955E+24   4.880E+23
 353.400   6.950E+24   4.876E+23
 353.500   6.945E+24   4.872E+23
 353.600   6.940E+24   4.868E+23
 353.700   6.935E+24   4.864E+23
 353.800   6.930E+24   4.860E+23
 353.900   6.925E+24   4.856E+23
 354.000   6.920E+24   4.852E+23
 354.100   6.916E+24   4.849E+23
 354.200   6.911E+24   4.845E+23
 354.300   6.906E+24   4.841E+23
 354.400   6.901E+24   4.837E+23
 354.500   6.896E+24   4.833E+23
 354.600   6.891E+24   4.829E+23
 354.700   6.886E+24   4.825E+23
 354.800   6.881E+24   4.822E+23
 354.900   6.876E+24   4.818E+23
 355.000   6.872E+24   4.814E+23
 355.100   6.867E+24   4.810E+23
 355.200   6.862E+24   4.806E+23
 355.300   6.857E+24   4.802E+23
 355.400   6.852E+24   4.799E+23
 355.500   6.847E+24   4.795E+23
 355.600   6.842E+24   4.791E+23
 355.700   6.838E+24   4.787E+23
 355.800   6.833E+24   4.783E+23
 355.900   6.828E+24   4.780E+23
 356.000   6.823E+24   4.776E+23
 356.100   6.818E+24   4.772E+23
 356.200   6.813E+24   4.768E+23
 356.300   6.809E+24   4.764E+23
 356.400   6.804E+24   4.761E+23
 356.500   6.799E+24   4.757E+23
 356.600   6.794E+24   4.753E+23
 356.700   6.789E+24   4.749E+23
 356.800   6.784E+24   4.745E+23
 356.900   6.780E+24   4.742E+23
 357.000   6.775E+24   4.738E+23
 357.100   6.770E+24   4.734E+23
 357.200   6.765E+24   4.730E+23
 357.300   6.761E+24   4.727E+23
 357.400   6.756E+24   4.723E+23
 357.500   6.751E+24   4.719E+23
 357.600   6.746E+24   4.715E+23
 357.700   6.741E+24   4.712E+23
 357.800   6.737E+24   4.708E+23
 357.900   6.732E+24   4.704E+23
 358.000   6.727E+24   4.701E+23
 358.100   6.722E+24   4.697E+23
 358.200   6.718E+24   4.693E+23
 358.300   6.713E+24   4.689E+23
 358.400   6.708E+24   4.686E+23
 358.500   6.703E+24   4.682E+23
 358.600   6.699E+24   4.678E+23
 358.700   6.694E+24   4.675E+23
 358.800   6.689E+24   4.671E+23
 358.900   6.685E+24   4.667E+23
 359.000   6.680E+24   4.664E+23
 359.100   6.675E+24   4.660E+23
 359.200   6.670E+24   4.656E+23
 359.300   6.666E+24   4.652E+23
 359.400   6.661E+24   4.649E+23
 359.500   6.656E+24   4.645E+23
 359.600   6.652E+24   4.641E+23
 359.700   6.647E+24   4.638E+23
 359.800   6.642E+24   4.634E+23
 359.900   6.638E+24   4.631E+23
 360.000   6.633E+24   4.627E+23
 360.100   6.628E+24   4.623E+23
 360.200   6.624E+24   4.620E+23
 360.300   6.619E+24   4.616E+23
 360.400   6.614E+24   4.612E+23
 360.500   6.610E+24   4.609E+23
 360.600   6.605E+24   4.605E+23
 360.700   6.600E+24   4.601E+23
 360.800   6.596E+24   4.598E+23
 360.900   6.591E+24   4.594E+23
 361.000   6.586E+24   4.591E+23
 361.100   6.582E+24   4.587E+23
 361.200   6.577E+24   4.583E+23
 361.300   6.573E+24   4.580E+23
 361.400   6.568E+24   4.576E+23
 361.500   6.563E+24   4.573E+23
 361.600   6.559E+24   4.569E+23
 361.700   6.554E+24   4.565E+23
 361.800   6.550E+24   4.562E+23
 361.900   6.545E+24   4.558E+23
 362.000   6.540E+24   4.555E+23
 362.100   6.536E+24   4.551E+23
 362.200   6.531E+24   4.548E+23
 362.300   6.527E+24   4.544E+23
 362.400   6.522E+24   4.540E+23
 362.500   6.517E+24   4.537E+23
 362.600   6.513E+24   4.533E+23
 362.700   6.508E+24   4.530E+23
 362.800   6.504E+24   4.526E+23
 362.900   6.499E+24   4.523E+23
 363.000   6.495E+24   4.519E+23
 363.100   6.490E+24   4.516E+23
 363.200   6.486E+24   4.512E+23
 363.300   6.481E+24   4.508E+23
 363.400   6.476E+24   4.505E+23
 363.500   6.472E+24   4.501E+23
 363.600   6.467E+24   4.498E+23
 363.700   6.463E+24   4.494E+23
 363.800   6.458E+24   4.491E+23
 363.900   6.454E+24   4.487E+23
 364.000   6.449E+24   4.484E+23
 364.100   6.445E+24   4.480E+23
 364.200   6.440E+24   4.477E+23
 364.300   6.436E+24   4.473E+23
 364.400   6.431E+24   4.470E+23
 364.500   6.427E+24   4.466E+23
 364.600   6.422E+24   4.463E+23
 364.700   6.418E+24   4.459E+23
 364.800   6.413E+24   4.456E+23
 364.900   6.409E+24   4.452E+23
 365.000   6.404E+24   4.449E+23
 365.100   6.400E+24   4.446E+23
 365.200   6.395E+24   4.442E+23
 365.300   6.391E+24   4.439E+23
 365.400   6.387E+24   4.435E+23
 365.500   6.382E+24   4.432E+23
 365.600   6.378E+24   4.428E+23
 365.700   6.373E+24   4.425E+23
 365.800   6.369E+24   4.421E+23
 365.900   6.364E+24   4.418E+23
 366.000   6.360E+24   4.414E+23
 366.100   6.355E+24   4.411E+23
 366.200   6.351E+24   4.408E+23
 366.300   6.347E+24   4.404E+23
 366.400   6.342E+24   4.401E+23
 366.500   6.338E+24   4.397E+23
 366.600   6.333E+24   4.394E+23
 366.700   6.329E+24   4.390E+23
 366.800   6.324E+24   4.387E+23
 366.900   6.320E+24   4.384E+23
 367.000   6.316E+24   4.380E+23
 367.100   6.311E+24   4.377E+23
 367.200   6.307E+24   4.373E+23
 367.300   6.302E+24   4.370E+23
 367.400   6.298E+24   4.367E+23
 367.500   6.294E+24   4.363E+23
 367.600   6.289E+24   4.360E+23
 367.700   6.285E+24   4.356E+23
 367.800   6.281E+24   4.353E+23
 367.900   6.276E+24   4.350E+23
 368.000   6.272E+24   4.346E+23
 368.100   6.267E+24   4.343E+23
 368.200   6.263E+24   4.340E+23
 368.300   6.259E+24   4.336E+23
 368.400   6.254E+24   4.333E+23
 368.500   6.250E+24   4.330E+23
 368.600   6.246E+24   4.326E+23
 368.700   6.241E+24   4.323E+23
 368.800   6.237E+24   4.320E+23
 368.900   6.233E+24   4.316E+23
 369.000   6.228E+24   4.313E+23
 369.100   6.224E+24   4.310E+23
 369.200   6.220E+24   4.306E+23
 369.300   6.215E+24   4.303E+23
 369.400   6.211E+24   4.300E+23
 369.500   6.207E+24   4.296E+23
 369.600   6.203E+24   4.293E+23
 369.700   6.198E+24   4.290E+23
 369.800   6.194E+24   4.286E+23
 369.900   6.190E+24   4.283E+23
 370.000   6.185E+24   4.280E+23
 370.100   6.181E+24   4.276E+23
 370.200   6.177E+24   4.273E+23
 370.300   6.172E+24   4.270E+23
 370.400   6.168E+24   4.266E+23
 370.500   6.164E+24   4.263E+23
 370.600   6.160E+24   4.260E+23
 370.700   6.155E+24   4.257E+23
 370.800   6.151E+24   4.253E+23
 370.900   6.147E+24   4.250E+23
 371.000   6.143E+24   4.247E+23
 371.100   6.138E+24   4.243E+23
 371.200   6.134E+24   4.240E+23
 371.300   6.130E+24   4.237E+23
 371.400   6.126E+24   4.234E+23
 371.500   6.121E+24   4.230E+23
 371.600   6.117E+24   4.227E+23
 371.700   6.113E+24   4.224E+23
 371.800   6.109E+24   4.221E+23
 371.900   6.105E+24   4.217E+23
 372.000   6.100E+24   4.214E+23
 372.100   6.096E+24   4.211E+23
 372.200   6.092E+24   4.208E+23
 372.300   6.088E+24   4.204E+23
 372.400   6.083E+24   4.201E+23
 372.500   6.079E+24   4.198E+23
 372.600   6.075E+24   4.195E+23
 372.700   6.071E+24   4.192E+23
 372.800   6.067E+24   4.188E+23
 372.900   6.062E+24   4.185E+23
 373.000   6.058E+24   4.182E+23
 373.100   6.054E+24   4.179E+23
 373.200   6.050E+24   4.176E+23
 373.300   6.046E+24   4.172E+23
 373.400   6.042E+24   4.169E+23
 373.500   6.037E+24   4.166E+23
 373.600   6.033E+24   4.163E+23
 373.700   6.029E+24   4.160E+23
 373.800   6.025E+24   4.156E+23
 373.900   6.021E+24   4.153E+23
 374.000   6.017E+24   4.150E+23
 374.100   6.013E+24   4.147E+23
 374.200   6.008E+24   4.144E+23
 374.300   6.004E+24   4.141E+23
 374.400   6.000E+24   4.137E+23
 374.500   5.996E+24   4.134E+23
 374.600   5.992E+24   4.131E+23
 374.700   5.988E+24   4.128E+23
 374.800   5.984E+24   4.125E+23
 374.900   5.979E+24   4.122E+23
 375.000   5.975E+24   4.118E+23
 375.100   5.971E+24   4.115E+23
 375.200   5.967E+24   4.112E+23
 375.300   5.963E+24   4.109E+23
 375.400   5.959E+24   4.106E+23
 375.500   5.955E+24   4.103E+23
 375.600   5.951E+24   4.100E+23
 375.700   5.947E+24   4.096E+23
 375.800   5.943E+24   4.093E+23
 375.900   5.939E+24   4.090E+23
 376.000   5.934E+24   4.087E+23
 376.100   5.930E+24   4.084E+23
 376.200   5.926E+24   4.081E+23
 376.300   5.922E+24   4.078E+23
 376.400   5.918E+24   4.075E+23
 376.500   5.914E+24   4.072E+23
 376.600   5.910E+24   4.068E+23
 376.700   5.906E+24   4.065E+23
 376.800   5.902E+24   4.062E+23
 376.900   5.898E+24   4.059E+23
 377.000   5.894E+24   4.056E+23
 377.100   5.890E+24   4.053E+23
 377.200   5.886E+24   4.050E+23
 377.300   5.882E+24   4.047E+23
 377.400   5.878E+24   4.044E+23
 377.500   5.874E+24   4.041E+23
 377.600   5.870E+24   4.038E+23
 377.700   5.866E+24   4.035E+23
 377.800   5.862E+24   4.031E+23
 377.900   5.858E+24   4.028E+23
 378.000   5.854E+24   4.025E+23
 378.100   5.850E+24   4.022E+23
 378.200   5.846E+24   4.019E+23
 378.300   5.842E+24   4.016E+23
 378.400   5.838E+24   4.013E+23
 378.500   5.834E+24   4.010E+23
 378.600   5.830E+24   4.007E+23
 378.700   5.826E+24   4.004E+23
 378.800   5.822E+24   4.001E+23
 378.900   5.818E+24   3.998E+23
 379.000   5.814E+24   3.995E+23
 379.100   5.810E+24   3.992E+23
 379.200   5.806E+24   3.989E+23
 379.300   5.802E+24   3.986E+23
 379.400   5.798E+24   3.983E+23
 379.500   5.794E+24   3.980E+23
 379.600   5.790E+24   3.977E+23
 379.700   5.786E+24   3.974E+23
 379.800   5.782E+24   3.971E+23
 379.900   5.778E+24   3.968E+23
 380.000   5.774E+24   3.965E+23
 380.100   5.770E+24   3.962E+23
 380.200   5.766E+24   3.959E+23
 380.300   5.762E+24   3.956E+23
 380.400   5.758E+24   3.953E+23
 380.500   5.754E+24   3.950E+23
 380.600   5.750E+24   3.947E+23
 380.700   5.747E+24   3.944E+23
 380.800   5.743E+24   3.941E+23
 380.900   5.739E+24   3.938E+23
 381.000   5.735E+24   3.935E+23
 381.100   5.731E+24   3.932E+23
 381.200   5.727E+24   3.929E+23
 381.300   5.723E+24   3.926E+23
 381.400   5.719E+24   3.923E+23
 381.500   5.715E+24   3.920E+23
 381.600   5.711E+24   3.917E+23
 381.700   5.708E+24   3.914E+23
 381.800   5.704E+24   3.911E+23
 381.900   5.700E+24   3.908E+23
 382.000   5.696E+24   3.905E+23
 382.100   5.692E+24   3.902E+23
 382.200   5.688E+24   3.900E+23
 382.300   5.684E+24   3.897E+23
 382.400   5.680E+24   3.894E+23
 382.500   5.677E+24   3.891E+23
 382.600   5.673E+24   3.888E+23
 382.700   5.669E+24   3.885E+23
 382.800   5.665E+24   3.882E+23
 382.900   5.661E+24   3.879E+23
 383.000   5.657E+24   3.876E+23
 383.100   5.653E+24   3.873E+23
 383.200   5.650E+24   3.870E+23
 383.300   5.646E+24   3.867E+23
